category,currency,customer_first_name,customer_full_name,customer_gender,customer_id,customer_last_name,customer_phone,day_of_week,day_of_week_i,email,geoip.city_name,geoip.continent_name,geoip.country_iso_code,geoip.location,geoip.region_name,manufacturer,order_date,order_id,products,products.created_on,sku,taxful_total_price,taxless_total_price,total_quantity,total_unique_products,type,user
"[""Men's Clothing"",""Men's Accessories""]",EUR,Boris,Boris Bowers,MALE,36,Bowers,,Friday,4,boris@bowers-family.zzz,,Europe,GB,"{
  ""lon"": -0.1,
  ""lat"": 51.5
}",,"[""Oceanavigations"",""Elitelligence""]","March 29th 2019, 22:20:38.000",571941,"[{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":13224,""category"":""Men's Clothing"",""sku"":""ZO0281902819"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":12.74,""_id"":""sold_product_571941_13224"",""discount_amount"":0,""created_on"":""2016-12-16T22:20:38+00:00"",""product_name"":""Chinos - black"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99},{""base_price"":32.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":14898,""category"":""Men's Accessories"",""sku"":""ZO0608806088"",""taxless_price"":32.99,""unit_discount_amount"":0,""min_price"":16.17,""_id"":""sold_product_571941_14898"",""discount_amount"":0,""created_on"":""2016-12-16T22:20:38+00:00"",""product_name"":""Sports bag - grey "",""price"":32.99,""taxful_price"":32.99,""base_unit_price"":32.99}]","[""December 16th 2016, 22:20:38.000"",""December 16th 2016, 22:20:38.000""]","[""ZO0281902819"",""ZO0608806088""]",$57.98 ,57.98,2,2,order,boris
"[""Men's Clothing""]",EUR,Oliver,Oliver Goodwin,MALE,7,Goodwin,,Friday,4,oliver@goodwin-family.zzz,,Europe,GB,"{
  ""lon"": -0.1,
  ""lat"": 51.5
}",,"[""Low Tide Media"",""Oceanavigations""]","March 29th 2019, 22:14:53.000",571936,"[{""base_price"":104.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":6585,""category"":""Men's Clothing"",""sku"":""ZO0433004330"",""taxless_price"":104.99,""unit_discount_amount"":0,""min_price"":55.64,""_id"":""sold_product_571936_6585"",""discount_amount"":0,""created_on"":""2016-12-16T22:14:53+00:00"",""product_name"":""Short coat - camel"",""price"":104.99,""taxful_price"":104.99,""base_unit_price"":104.99},{""base_price"":18.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":11541,""category"":""Men's Clothing"",""sku"":""ZO0295602956"",""taxless_price"":18.99,""unit_discount_amount"":0,""min_price"":8.55,""_id"":""sold_product_571936_11541"",""discount_amount"":0,""created_on"":""2016-12-16T22:14:53+00:00"",""product_name"":""Polo shirt - black"",""price"":18.99,""taxful_price"":18.99,""base_unit_price"":18.99}]","[""December 16th 2016, 22:14:53.000"",""December 16th 2016, 22:14:53.000""]","[""ZO0433004330"",""ZO0295602956""]",$123.98 ,123.98,2,2,order,oliver
"[""Women's Accessories"",""Women's Clothing""]",EUR,Clarice,Clarice Gilbert,FEMALE,18,Gilbert,,Friday,4,clarice@gilbert-family.zzz,Birmingham,Europe,GB,"{
  ""lon"": -1.9,
  ""lat"": 52.5
}",Birmingham,"[""Pyramidustries"",""Champion Arts""]","March 29th 2019, 22:10:34.000",571929,"[{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":15040,""category"":""Women's Accessories"",""sku"":""ZO0198001980"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":12.74,""_id"":""sold_product_571929_15040"",""discount_amount"":0,""created_on"":""2016-12-16T22:10:34+00:00"",""product_name"":""Handbag - black/bronze"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99},{""base_price"":21.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Champion Arts"",""tax_amount"":0,""product_id"":22301,""category"":""Women's Clothing"",""sku"":""ZO0498204982"",""taxless_price"":21.99,""unit_discount_amount"":0,""min_price"":9.9,""_id"":""sold_product_571929_22301"",""discount_amount"":0,""created_on"":""2016-12-16T22:10:34+00:00"",""product_name"":""Jumper - white/mustard/black"",""price"":21.99,""taxful_price"":21.99,""base_unit_price"":21.99}]","[""December 16th 2016, 22:10:34.000"",""December 16th 2016, 22:10:34.000""]","[""ZO0198001980"",""ZO0498204982""]",$46.98 ,46.98,2,2,order,clarice
"[""Men's Accessories"",""Men's Clothing""]",EUR,Youssef,Youssef Frank,MALE,31,Frank,,Friday,4,youssef@frank-family.zzz,New York,North America,US,"{
  ""lon"": -74,
  ""lat"": 40.8
}",New York,"[""Angeldale"",""Low Tide Media""]","March 29th 2019, 21:47:31.000",571911,"[{""base_price"":99.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Angeldale"",""tax_amount"":0,""product_id"":11635,""category"":""Men's Accessories"",""sku"":""ZO0702007020"",""taxless_price"":99.99,""unit_discount_amount"":0,""min_price"":48,""_id"":""sold_product_571911_11635"",""discount_amount"":0,""created_on"":""2016-12-16T21:47:31+00:00"",""product_name"":""Weekend bag - black"",""price"":99.99,""taxful_price"":99.99,""base_unit_price"":99.99},{""base_price"":84.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":13508,""category"":""Men's Clothing"",""sku"":""ZO0432004320"",""taxless_price"":84.99,""unit_discount_amount"":0,""min_price"":43.34,""_id"":""sold_product_571911_13508"",""discount_amount"":0,""created_on"":""2016-12-16T21:47:31+00:00"",""product_name"":""Light jacket - tan"",""price"":84.99,""taxful_price"":84.99,""base_unit_price"":84.99}]","[""December 16th 2016, 21:47:31.000"",""December 16th 2016, 21:47:31.000""]","[""ZO0702007020"",""ZO0432004320""]",$184.98 ,184.98,2,2,order,youssef
"[""Men's Accessories"",""Men's Clothing""]",EUR,Phil,Phil Lewis,MALE,50,Lewis,,Friday,4,phil@lewis-family.zzz,,Europe,GB,"{
  ""lon"": -0.1,
  ""lat"": 51.5
}",,"[""Low Tide Media"",""Oceanavigations""]","March 29th 2019, 21:47:31.000",571910,"[{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":11333,""category"":""Men's Accessories"",""sku"":""ZO0465304653"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":11.75,""_id"":""sold_product_571910_11333"",""discount_amount"":0,""created_on"":""2016-12-16T21:47:31+00:00"",""product_name"":""Rucksack - black/brown"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99},{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":18431,""category"":""Men's Clothing"",""sku"":""ZO0278102781"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":13.49,""_id"":""sold_product_571910_18431"",""discount_amount"":0,""created_on"":""2016-12-16T21:47:31+00:00"",""product_name"":""Shirt - light blue"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99}]","[""December 16th 2016, 21:47:31.000"",""December 16th 2016, 21:47:31.000""]","[""ZO0465304653"",""ZO0278102781""]",$49.98 ,49.98,2,2,order,phil
"[""Women's Accessories""]",EUR,Yasmine,Yasmine Bryan,FEMALE,43,Bryan,,Friday,4,yasmine@bryan-family.zzz,,Asia,SA,"{
  ""lon"": 45,
  ""lat"": 25
}",,"[""Pyramidustries"",""Tigress Enterprises""]","March 29th 2019, 21:27:22.000",571889,"[{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":16390,""category"":""Women's Accessories"",""sku"":""ZO0210402104"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":12.74,""_id"":""sold_product_571889_16390"",""discount_amount"":0,""created_on"":""2016-12-16T21:27:22+00:00"",""product_name"":""Tote bag - black"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99},{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":17995,""category"":""Women's Accessories"",""sku"":""ZO0080000800"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":11.12,""_id"":""sold_product_571889_17995"",""discount_amount"":0,""created_on"":""2016-12-16T21:27:22+00:00"",""product_name"":""Watch - black"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99}]","[""December 16th 2016, 21:27:22.000"",""December 16th 2016, 21:27:22.000""]","[""ZO0210402104"",""ZO0080000800""]",$45.98 ,45.98,2,2,order,yasmine
"[""Women's Shoes"",""Women's Clothing""]",EUR,Wilhemina St.,Wilhemina St. Garza,FEMALE,17,Garza,,Friday,4,wilhemina st.@garza-family.zzz,Monte Carlo,Europe,MC,"{
  ""lon"": 7.4,
  ""lat"": 43.7
}",,"[""Low Tide Media"",""Tigress Enterprises MAMA""]","March 29th 2019, 21:25:55.000",571885,"[{""base_price"":41.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":20425,""category"":""Women's Shoes"",""sku"":""ZO0372403724"",""taxless_price"":41.99,""unit_discount_amount"":0,""min_price"":19.32,""_id"":""sold_product_571885_20425"",""discount_amount"":0,""created_on"":""2016-12-16T21:25:55+00:00"",""product_name"":""Sandals - pink"",""price"":41.99,""taxful_price"":41.99,""base_unit_price"":41.99},{""base_price"":16.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises MAMA"",""tax_amount"":0,""product_id"":23970,""category"":""Women's Clothing"",""sku"":""ZO0227902279"",""taxless_price"":16.99,""unit_discount_amount"":0,""min_price"":7.82,""_id"":""sold_product_571885_23970"",""discount_amount"":0,""created_on"":""2016-12-16T21:25:55+00:00"",""product_name"":""Leggings - black denim"",""price"":16.99,""taxful_price"":16.99,""base_unit_price"":16.99}]","[""December 16th 2016, 21:25:55.000"",""December 16th 2016, 21:25:55.000""]","[""ZO0372403724"",""ZO0227902279""]",$58.98 ,58.98,2,2,order,wilhemina
"[""Women's Shoes""]",EUR,Gwen,Gwen Brady,FEMALE,26,Brady,,Friday,4,gwen@brady-family.zzz,Los Angeles,North America,US,"{
  ""lon"": -118.2,
  ""lat"": 34.1
}",California,"[""Low Tide Media"",""Pyramidustries""]","March 29th 2019, 21:20:10.000",571879,"[{""base_price"":49.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":5560,""category"":""Women's Shoes"",""sku"":""ZO0367203672"",""taxless_price"":49.99,""unit_discount_amount"":0,""min_price"":23.5,""_id"":""sold_product_571879_5560"",""discount_amount"":0,""created_on"":""2016-12-16T21:20:10+00:00"",""product_name"":""Classic heels - nude"",""price"":49.99,""taxful_price"":49.99,""base_unit_price"":49.99},{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":16675,""category"":""Women's Shoes"",""sku"":""ZO0131901319"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":13.49,""_id"":""sold_product_571879_16675"",""discount_amount"":0,""created_on"":""2016-12-16T21:20:10+00:00"",""product_name"":""Ballet pumps - rose"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99}]","[""December 16th 2016, 21:20:10.000"",""December 16th 2016, 21:20:10.000""]","[""ZO0367203672"",""ZO0131901319""]",$74.98 ,74.98,2,2,order,gwen
"[""Women's Clothing"",""Women's Shoes""]",EUR,Yasmine,Yasmine Baker,FEMALE,43,Baker,,Friday,4,yasmine@baker-family.zzz,,Asia,SA,"{
  ""lon"": 45,
  ""lat"": 25
}",,"[""Pyramidustries active"",""Gnomehouse""]","March 29th 2019, 20:52:48.000",571861,"[{""base_price"":18.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries active"",""tax_amount"":0,""product_id"":19458,""category"":""Women's Clothing"",""sku"":""ZO0220402204"",""taxless_price"":18.99,""unit_discount_amount"":0,""min_price"":8.93,""_id"":""sold_product_571861_19458"",""discount_amount"":0,""created_on"":""2016-12-16T20:52:48+00:00"",""product_name"":""Sports shirt - black"",""price"":18.99,""taxful_price"":18.99,""base_unit_price"":18.99},{""base_price"":64.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Gnomehouse"",""tax_amount"":0,""product_id"":7280,""category"":""Women's Shoes"",""sku"":""ZO0324503245"",""taxless_price"":64.99,""unit_discount_amount"":0,""min_price"":30.55,""_id"":""sold_product_571861_7280"",""discount_amount"":0,""created_on"":""2016-12-16T20:52:48+00:00"",""product_name"":""Boots - tan"",""price"":64.99,""taxful_price"":64.99,""base_unit_price"":64.99}]","[""December 16th 2016, 20:52:48.000"",""December 16th 2016, 20:52:48.000""]","[""ZO0220402204"",""ZO0324503245""]",$83.98 ,83.98,2,2,order,yasmine
"[""Women's Shoes"",""Women's Clothing""]",EUR,Stephanie,Stephanie Bowers,FEMALE,6,Bowers,,Friday,4,stephanie@bowers-family.zzz,Cannes,Europe,FR,"{
  ""lon"": 7,
  ""lat"": 43.6
}",Alpes-Maritimes,"[""Low Tide Media"",""Spherecords""]","March 29th 2019, 20:51:22.000",571859,"[{""base_price"":41.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":14751,""category"":""Women's Shoes"",""sku"":""ZO0372703727"",""taxless_price"":41.99,""unit_discount_amount"":0,""min_price"":21.83,""_id"":""sold_product_571859_14751"",""discount_amount"":0,""created_on"":""2016-12-16T20:51:22+00:00"",""product_name"":""Sandals - black"",""price"":41.99,""taxful_price"":41.99,""base_unit_price"":41.99},{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Spherecords"",""tax_amount"":0,""product_id"":20007,""category"":""Women's Clothing"",""sku"":""ZO0655006550"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":10.49,""_id"":""sold_product_571859_20007"",""discount_amount"":0,""created_on"":""2016-12-16T20:51:22+00:00"",""product_name"":""Jumper - white/navy"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99}]","[""December 16th 2016, 20:51:22.000"",""December 16th 2016, 20:51:22.000""]","[""ZO0372703727"",""ZO0655006550""]",$62.98 ,62.98,2,2,order,stephanie
"[""Men's Shoes""]",EUR,Mostafa,Mostafa Rivera,MALE,9,Rivera,,Friday,4,mostafa@rivera-family.zzz,Cairo,Africa,EG,"{
  ""lon"": 31.3,
  ""lat"": 30.1
}",Cairo Governorate,"[""Elitelligence"",""Oceanavigations""]","March 29th 2019, 20:38:24.000",571847,"[{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":10965,""category"":""Men's Shoes"",""sku"":""ZO0509205092"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":13.49,""_id"":""sold_product_571847_10965"",""discount_amount"":0,""created_on"":""2016-12-16T20:38:24+00:00"",""product_name"":""Trainers - navy"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99},{""base_price"":74.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":11281,""category"":""Men's Shoes"",""sku"":""ZO0255302553"",""taxless_price"":74.99,""unit_discount_amount"":0,""min_price"":38.24,""_id"":""sold_product_571847_11281"",""discount_amount"":0,""created_on"":""2016-12-16T20:38:24+00:00"",""product_name"":""Slip-ons - Green Yellow"",""price"":74.99,""taxful_price"":74.99,""base_unit_price"":74.99}]","[""December 16th 2016, 20:38:24.000"",""December 16th 2016, 20:38:24.000""]","[""ZO0509205092"",""ZO0255302553""]",$99.98 ,99.98,2,2,order,mostafa
"[""Women's Clothing""]",EUR,rania,rania Smith,FEMALE,24,Smith,,Friday,4,rania@smith-family.zzz,Cairo,Africa,EG,"{
  ""lon"": 31.3,
  ""lat"": 30.1
}",Cairo Governorate,"[""Oceanavigations""]","March 29th 2019, 20:32:38.000",712888,"[{""base_price"":59.99,""discount_percentage"":20,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":23363,""category"":""Women's Clothing"",""sku"":""ZO0262202622"",""taxless_price"":47.99,""unit_discount_amount"":11.998,""min_price"":27.6,""_id"":""sold_product_712888_23363"",""discount_amount"":11.998,""created_on"":""2016-12-16T20:32:38+00:00"",""product_name"":""Maxi dress - black"",""price"":47.992,""taxful_price"":47.99,""base_unit_price"":59.99}]","December 16th 2016, 20:32:38.000","[""ZO0262202622""]",$47.99 ,47.99,1,1,order,rani
"[""Men's Shoes"",""Men's Clothing""]",EUR,Oliver,Oliver Cook,MALE,7,Cook,,Friday,4,oliver@cook-family.zzz,,Europe,GB,"{
  ""lon"": -0.1,
  ""lat"": 51.5
}",,"[""Elitelligence"",""Microlutions""]","March 29th 2019, 20:16:48.000",571827,"[{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":24317,""category"":""Men's Shoes"",""sku"":""ZO0516005160"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":15.07,""_id"":""sold_product_571827_24317"",""discount_amount"":0,""created_on"":""2016-12-16T20:16:48+00:00"",""product_name"":""Trainers - red/blue"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99},{""base_price"":11.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Microlutions"",""tax_amount"":0,""product_id"":20197,""category"":""Men's Clothing"",""sku"":""ZO0121401214"",""taxless_price"":11.99,""unit_discount_amount"":0,""min_price"":5.64,""_id"":""sold_product_571827_20197"",""discount_amount"":0,""created_on"":""2016-12-16T20:16:48+00:00"",""product_name"":""Basic T-shirt - black"",""price"":11.99,""taxful_price"":11.99,""base_unit_price"":11.99}]","[""December 16th 2016, 20:16:48.000"",""December 16th 2016, 20:16:48.000""]","[""ZO0516005160"",""ZO0121401214""]",$40.98 ,40.98,2,2,order,oliver
"[""Men's Shoes"",""Men's Clothing""]",EUR,Abd,Abd Barnes,MALE,52,Barnes,,Friday,4,abd@barnes-family.zzz,Cairo,Africa,EG,"{
  ""lon"": 31.3,
  ""lat"": 30.1
}",Cairo Governorate,"[""Low Tide Media"",""Elitelligence""]","March 29th 2019, 20:08:10.000",571821,"[{""base_price"":49.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":13435,""category"":""Men's Shoes"",""sku"":""ZO0384503845"",""taxless_price"":49.99,""unit_discount_amount"":0,""min_price"":26.99,""_id"":""sold_product_571821_13435"",""discount_amount"":0,""created_on"":""2016-12-16T20:08:10+00:00"",""product_name"":""Casual lace-ups - navy"",""price"":49.99,""taxful_price"":49.99,""base_unit_price"":49.99},{""base_price"":59.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":11261,""category"":""Men's Clothing"",""sku"":""ZO0544505445"",""taxless_price"":59.99,""unit_discount_amount"":0,""min_price"":30,""_id"":""sold_product_571821_11261"",""discount_amount"":0,""created_on"":""2016-12-16T20:08:10+00:00"",""product_name"":""Light jacket - khaki"",""price"":59.99,""taxful_price"":59.99,""base_unit_price"":59.99}]","[""December 16th 2016, 20:08:10.000"",""December 16th 2016, 20:08:10.000""]","[""ZO0384503845"",""ZO0544505445""]",$109.98 ,109.98,2,2,order,abd
"[""Men's Clothing""]",EUR,Hicham,Hicham Perkins,MALE,8,Perkins,,Friday,4,hicham@perkins-family.zzz,Marrakesh,Africa,MA,"{
  ""lon"": -8,
  ""lat"": 31.6
}",Marrakech-Tensift-Al Haouz,"[""Elitelligence"",""Low Tide Media""]","March 29th 2019, 20:02:24.000",571813,"[{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":15900,""category"":""Men's Clothing"",""sku"":""ZO0533905339"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":11.5,""_id"":""sold_product_571813_15900"",""discount_amount"":0,""created_on"":""2016-12-16T20:02:24+00:00"",""product_name"":""Slim fit jeans - blue denim"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99},{""base_price"":18.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":18075,""category"":""Men's Clothing"",""sku"":""ZO0445504455"",""taxless_price"":18.99,""unit_discount_amount"":0,""min_price"":8.74,""_id"":""sold_product_571813_18075"",""discount_amount"":0,""created_on"":""2016-12-16T20:02:24+00:00"",""product_name"":""Polo shirt - dark grey"",""price"":18.99,""taxful_price"":18.99,""base_unit_price"":18.99}]","[""December 16th 2016, 20:02:24.000"",""December 16th 2016, 20:02:24.000""]","[""ZO0533905339"",""ZO0445504455""]",$43.98 ,43.98,2,2,order,hicham
"[""Women's Shoes""]",EUR,Sonya,Sonya Lloyd,FEMALE,28,Lloyd,,Friday,4,sonya@lloyd-family.zzz,Bogotu00e1,South America,CO,"{
  ""lon"": -74.1,
  ""lat"": 4.6
}",Bogota D.C.,"[""Pyramidustries"",""Tigress Enterprises""]","March 29th 2019, 19:53:46.000",571800,"[{""base_price"":49.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":25019,""category"":""Women's Shoes"",""sku"":""ZO0138801388"",""taxless_price"":49.99,""unit_discount_amount"":0,""min_price"":25.99,""_id"":""sold_product_571800_25019"",""discount_amount"":0,""created_on"":""2016-12-16T19:53:46+00:00"",""product_name"":""Over-the-knee boots - black"",""price"":49.99,""taxful_price"":49.99,""base_unit_price"":49.99},{""base_price"":32.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":15071,""category"":""Women's Shoes"",""sku"":""ZO0026500265"",""taxless_price"":32.99,""unit_discount_amount"":0,""min_price"":16.17,""_id"":""sold_product_571800_15071"",""discount_amount"":0,""created_on"":""2016-12-16T19:53:46+00:00"",""product_name"":""Ankle boots - black"",""price"":32.99,""taxful_price"":32.99,""base_unit_price"":32.99}]","[""December 16th 2016, 19:53:46.000"",""December 16th 2016, 19:53:46.000""]","[""ZO0138801388"",""ZO0026500265""]",$82.98 ,82.98,2,2,order,sonya
"[""Men's Clothing""]",EUR,Abd,Abd Adams,MALE,52,Adams,,Friday,4,abd@adams-family.zzz,Cairo,Africa,EG,"{
  ""lon"": 31.3,
  ""lat"": 30.1
}",Cairo Governorate,"[""Elitelligence""]","March 29th 2019, 19:48:00.000",571797,"[{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":20487,""category"":""Men's Clothing"",""sku"":""ZO0553505535"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.6,""_id"":""sold_product_571797_20487"",""discount_amount"":0,""created_on"":""2016-12-16T19:48:00+00:00"",""product_name"":""Print T-shirt - black"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99},{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":23809,""category"":""Men's Clothing"",""sku"":""ZO0555105551"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.6,""_id"":""sold_product_571797_23809"",""discount_amount"":0,""created_on"":""2016-12-16T19:48:00+00:00"",""product_name"":""Long sleeved top - mottled light grey/mint"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99}]","[""December 16th 2016, 19:48:00.000"",""December 16th 2016, 19:48:00.000""]","[""ZO0553505535"",""ZO0555105551""]",$21.98 ,21.98,2,2,order,abd
"[""Women's Shoes"",""Women's Clothing""]",EUR,Yasmine,Yasmine Bryan,FEMALE,43,Bryan,,Friday,4,yasmine@bryan-family.zzz,,Asia,SA,"{
  ""lon"": 45,
  ""lat"": 25
}",,"[""Angeldale"",""Pyramidustries""]","March 29th 2019, 19:43:41.000",571795,"[{""base_price"":64.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Angeldale"",""tax_amount"":0,""product_id"":22045,""category"":""Women's Shoes"",""sku"":""ZO0665206652"",""taxless_price"":64.99,""unit_discount_amount"":0,""min_price"":33.79,""_id"":""sold_product_571795_22045"",""discount_amount"":0,""created_on"":""2016-12-16T19:43:41+00:00"",""product_name"":""Ballet pumps - rose "",""price"":64.99,""taxful_price"":64.99,""base_unit_price"":64.99},{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":20866,""category"":""Women's Clothing"",""sku"":""ZO0181101811"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":10.91,""_id"":""sold_product_571795_20866"",""discount_amount"":0,""created_on"":""2016-12-16T19:43:41+00:00"",""product_name"":""Sweatshirt - black"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99}]","[""December 16th 2016, 19:43:41.000"",""December 16th 2016, 19:43:41.000""]","[""ZO0665206652"",""ZO0181101811""]",$85.98 ,85.98,2,2,order,yasmine
"[""Men's Clothing""]",EUR,Marwan,Marwan Caldwell,MALE,51,Caldwell,,Friday,4,marwan@caldwell-family.zzz,Marrakesh,Africa,MA,"{
  ""lon"": -8,
  ""lat"": 31.6
}",Marrakech-Tensift-Al Haouz,"[""Low Tide Media"",""Elitelligence""]","March 29th 2019, 19:37:55.000",571785,"[{""base_price"":32.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":20835,""category"":""Men's Clothing"",""sku"":""ZO0454804548"",""taxless_price"":32.99,""unit_discount_amount"":0,""min_price"":17.81,""_id"":""sold_product_571785_20835"",""discount_amount"":0,""created_on"":""2016-12-16T19:37:55+00:00"",""product_name"":""Jumper - dark blue"",""price"":32.99,""taxful_price"":32.99,""base_unit_price"":32.99},{""base_price"":41.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":6029,""category"":""Men's Clothing"",""sku"":""ZO0540405404"",""taxless_price"":41.99,""unit_discount_amount"":0,""min_price"":22.67,""_id"":""sold_product_571785_6029"",""discount_amount"":0,""created_on"":""2016-12-16T19:37:55+00:00"",""product_name"":""Bomber Jacket - dark blue"",""price"":41.99,""taxful_price"":41.99,""base_unit_price"":41.99}]","[""December 16th 2016, 19:37:55.000"",""December 16th 2016, 19:37:55.000""]","[""ZO0454804548"",""ZO0540405404""]",$74.98 ,74.98,2,2,order,marwan
